tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
5DKN58,58065871,9,13,CHEV,MD,PULASKI WB @ MORAVIA,30,Red Light Violation,$75.00 ,7/4/2012 23:58,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
5AF5778,79618740,3,13,TOYT,MD,E/S 4534 ERDMAN AVE,26,No Stop/Park Handicap,$502.00 ,7/4/2012 23:53,$502.00 ,,$502.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
3AC3617,58065863,7,12,ACUR,MD,LIBERTY EB @ HILLSDALE,30,Red Light Violation,$75.00 ,7/4/2012 23:46,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
2AM6178,79618732,11,13,CHRY,MD,534 ERDMAN AVENUE,26,No Stop/Park Handicap,$502.00 ,7/4/2012 23:44,$502.00 ,,$502.00 ,$0.00 ,,07/13/2012 11:04:00 AM +0000
9DAS03,58065855,6,13,CHEV,MD,HILLEN WB @ FORREST,30,Red Light Violation,$75.00 ,7/4/2012 23:37,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
59907M9,58065848,6,14,NISS,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 23:36,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
WYJ7303,58065830,2,2,JEEP,VA,FAYETTE WB @ LIBERTY,30,Red Light Violation,$75.00 ,7/4/2012 23:32,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6AS0597,79618724,6,13,FORD,MD,E/S 4000 EIREMAN AV,99,All Other Stopping or Parking Violations,$32.00 ,7/4/2012 23:25,$32.00 ,,$32.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
8AF8979,58065822,3,14,LEXU,MD,NORTHERN EB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 23:25,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
1FXF29,58065954,2,14,TOYT,MD,FRANKLIN WB @ CATHEDRAL,30,Red Light Violation,$75.00 ,7/4/2012 23:24,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
XBJ4563,58065814,2,2,TOYT,VA,MLK SB @ PRATT,30,Red Light Violation,$75.00 ,7/4/2012 23:23,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
45374M0,58065806,8,13,FORD,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 23:22,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9AR6299,58065798,5,14,FORD,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00 ,7/4/2012 23:22,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
689M964,79618716,2,14,CHEV,MD,E/S 4000 EIREMAN AV,99,All Other Stopping or Parking Violations,$32.00 ,7/4/2012 23:20,$0.00 ,,$32.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
99N732,58065780,4,12,TOYT,MD,NORTHERN PKWY WB @ FALLS RD,30,Red Light Violation,$75.00 ,7/4/2012 23:16,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6AR0060,79618690,4,14,ACURA,MD,E/S 4000 EIERMAN AV,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 23:15,$32.00 ,,$32.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
7AR8760,79618708,5,14,HOND,MD,4000 EIREMAN AVE,8,No Stopping/Standing Tow Away Zone,$52.00 ,7/4/2012 23:15,$0.00 ,,$52.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
5ENP73,58065772,10,12,MERZ,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 23:12,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6AC8979,58065764,10,12,HOND,MD,LOMBARD ST WB @ GAY ST,30,Red Light Violation,$75.00 ,7/4/2012 23:09,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
2AB7111,58065756,8,12,ACUR,MD,LIBERTY WB @ HILLSDALE,30,Red Light Violation,$75.00 ,7/4/2012 23:06,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9AB9833,58065947,3,13,VOLK,MD,MLK BLVD NB @ WASHINGTON BLVD,30,Red Light Violation,$75.00 ,7/4/2012 23:05,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
2AR1474,58065749,4,14,SUBA,MD,PULASKI HWY EB @ MONUMENT ST,30,Red Light Violation,$75.00 ,7/4/2012 23:02,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6GJR649,58065939,2,2,HOND,CA,FRANKLIN WB @ CATHEDRAL,30,Red Light Violation,$75.00 ,7/4/2012 23:02,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
8AN1463,185124,3,14,FORD,MD,2400 FREDERICKAVE,16,In Transit Zone/Stop,$77.00 ,7/4/2012 22:58,$77.00 ,,$77.00 ,$0.00 ,,07/19/2012 11:05:00 AM +0000
6AG7520,58065731,11,13,HOND,MD,LIBERTY WB @ HILLSDALE,30,Red Light Violation,$75.00 ,7/4/2012 22:56,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
8MD5711,58065723,9,12,NISS,MD,HARFORD NB @ CHRISTOPHER,30,Red Light Violation,$75.00 ,7/4/2012 22:55,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4AC7704,58065921,9,12,HYUN,MD,COLD SPRING EB @ ROLAND,30,Red Light Violation,$75.00 ,7/4/2012 22:51,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
7AT7352,58065913,6,14,CADI,MD,HANOVER NB @ REEDBIRD,30,Red Light Violation,$75.00 ,7/4/2012 22:49,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
5AL8545,58065715,9,13,LEXU,MD,RUSSEL ST SB @ HAMBURG ST,30,Red Light Violation,$75.00 ,7/4/2012 22:40,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
M796263,58065632,1,14,CHEV,MD,PULASKI EB @ NORTH POINT,30,Red Light Violation,$75.00 ,7/4/2012 22:35,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
46513M2,58065624,12,13,MERC,MD,SINCLAIR EB @ SHANNON,30,Red Light Violation,$75.00 ,7/4/2012 22:33,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
7AR9410,58065616,4,14,DODG,MD,NORTHERN PKWY WB @ FALLS RD,30,Red Light Violation,$75.00 ,7/4/2012 22:24,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
K810246,58065608,2,2,FORD,IL,FORT SMALLWOOD SB @ FORT ARMIS,30,Red Light Violation,$75.00 ,7/4/2012 22:21,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
JCARTR,58065590,2,2,LINC,VA,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 22:12,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6AN3857,58065475,12,13,HYUN,MD,W. MT. ROYAL AVE NB @ NORTH AV,30,Red Light Violation,$75.00 ,7/4/2012 22:09,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
A216763,58065582,8,13,CHEV,MD,LIBERTY WB @ HILLSDALE,30,Red Light Violation,$75.00 ,7/4/2012 22:07,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6EPX64,79596474,2,12,HYUN,MD,2600 FAIT,99,All Other Stopping or Parking Violations,$32.00 ,7/4/2012 22:04,$32.00 ,,$32.00 ,$0.00 ,,07/28/2012 11:03:00 AM +0000
095M600,58065574,7,13,TOYT,MD,PULASKI EB @ MORAVIA,30,Red Light Violation,$75.00 ,7/4/2012 22:03,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
085M923,58065566,5,14,CHEV,MD,NORTH AVE WB @ HOWARD ST,30,Red Light Violation,$75.00 ,7/4/2012 22:03,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
42952B,97092571,10,13,DODG,MD,300 KEY HW,3,Obstruct/Impeding Flow of Traffic,$102.00 ,7/4/2012 21:59,$102.00 ,,$102.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
6AM1555,58065699,11,13,LINC,MD,REISTERSTOWN SB @ PATTERSON,30,Red Light Violation,$75.00 ,7/4/2012 21:57,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
27306Z,79722088,6,13,FORD,MD,S 300 N PULASKI ST,3,Obstruct/Impeding Flow of Traffic,$102.00 ,7/4/2012 21:56,$102.00 ,,$102.00 ,$0.00 ,,09/20/2012 11:03:00 AM +0000
6FBZ95,58065558,6,13,TOYT,MD,FAYETTE WB @ LIBERTY,30,Red Light Violation,$75.00 ,7/4/2012 21:56,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3AS6055,58065541,5,14,CADI,MD,NORTH AVE WB @ HOWARD ST,30,Red Light Violation,$75.00 ,7/4/2012 21:54,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
5AL1495,58065681,10,13,TOYT,MD,COLD SPRING EB @ ROLAND,30,Red Light Violation,$75.00 ,7/4/2012 21:53,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
14615M9,97550719,10,13,DODG,MD,600 S CHARLES ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:51,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
WYF8155,58065673,2,2,FORD,VA,NORTHERN PKWY WB @ YORK RD,30,Red Light Violation,$75.00 ,7/4/2012 21:51,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4EML86,97550701,9,12,HYUN,MD,600 S CHARLES ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:49,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
28N814,97092563,3,14,FORD,MD,500 E FORT AV,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:47,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
8AM7185,97550693,1,14,VOLK,MD,600 S CHARLES ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:47,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AN7302,97092555,1,14,NISS,MD,500 E FORT AV,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:46,$7.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
3FEL78,97324081,7,13,PONI,MD,100 E READ ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:46,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
00574M2,97092548,8,13,ACUR,MD,500 E FORT AV,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:45,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
9AF9037,97550685,3,13,FORD,MD,600 S CHARLES ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:45,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
N01 MOM,97550677,2,13,DODG,MD,600 S CHARLES ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:43,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AC6506,58065533,9,12,CHEV,MD,HILLEN WB @ FORREST,30,Red Light Violation,$75.00 ,7/4/2012 21:43,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4CMC43,97457709,11,12,TOYT,MD,UB S CALVERT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:42,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
ERS7641,58065525,8,11,TOYT,NY,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 21:42,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
61098M8,97092530,7,14,CHEV,MD,500 E HEATH ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:41,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
GGJ8716,97727663,9,12,TOYT,PA,1600 LANCASTER ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:41,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
52W782,97457691,10,12,FORD,MD,UB S CALVERT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:41,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
36583M7,97457683,4,13,LEXS,MD,UB S CALVERT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:40,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
57V066,97324073,12,13,FORD,MD,1000 CATHEDRAL ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:40,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
4AM2246,97457675,7,13,KIA,MD,UB S CALVERT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:39,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
06479CC,97092522,,0,ACUR,MD,600 E HEATH ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:38,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
9AK5455,58065665,9,13,PONT,MD,WILKENS AVE EB @ DESOTO RD,31,Right on Red,$75.00 ,7/4/2012 21:38,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
7AL8449,58065657,4,14,CHEV,MD,HARFORD NB @ ROSALIE,30,Red Light Violation,$75.00 ,7/4/2012 21:37,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
FZC4523,97092514,,0,HOND,NY,600 E HEATH ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:36,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
WZH1647,97727655,5,13,HOND,VA,1600 SHAKESPEARE ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:36,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
6BGZ08,58065517,11,13,MAZD,MD,HARFORD NB @ CHRISTOPHER,30,Red Light Violation,$75.00 ,7/4/2012 21:36,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
2AR8091,97727648,3,14,VOLK,MD,1600 SHAKESPEARE ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:34,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
HTV4794,97092506,8,12,FORD,PA,600 E HEATH ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:33,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
BME1038,97727630,6,13,OLDS,MI,1600 SHAKESPEARE ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:33,$52.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2AR8721,58065509,4,14,TOYT,MD,PULASKI EB @ MORAVIA,30,Red Light Violation,$75.00 ,7/4/2012 21:30,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3AC8405,79586376,6,12,TOYT,MD,700 S CENTRAL AVE,3,Obstruct/Impeding Flow of Traffic,$102.00 ,7/4/2012 21:30,$102.00 ,,$102.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
11965CC,97727622,7,13,VOLK,MD,1600 SHAKESPEARE ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:30,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1FDK01,79586368,6,13,TOYT,MD,700 S CENTRL AVENUE,3,Obstruct/Impeding Flow of Traffic,$102.00 ,7/4/2012 21:30,$102.00 ,,$102.00 ,$0.00 ,,07/27/2012 11:03:00 AM +0000
4AL9548,97727614,1,14,MAZD,MD,1600 SHAKESPEARE ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:29,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1FVX63,79586350,1,14,DODG,MD,700 S CENTRAL AVE,3,Obstruct/Impeding Flow of Traffic,$102.00 ,7/4/2012 21:28,$102.00 ,,$102.00 ,$0.00 ,,08/09/2012 11:03:00 AM +0000
40963M2,58065491,8,13,LINC,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 21:28,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
ZBW0216,97092498,12,12,TOYT,PA,600 E RANDALL ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:26,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
8GAA44,97727606,4,14,ACUR,MD,800 S BOND ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:25,$52.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2AF4646,97324065,2,13,PONI,MD,200 E BIDDLE ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:24,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
50383CD,97092480,10,12,MINI,MD,600 E RANDALL ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:23,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
792M636,58065640,12,12,SATU,MD,NORTHERN PKWY WB @ YORK RD,31,Right on Red,$75.00 ,7/4/2012 21:21,$75.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
T485516T,97457667,8,12,INFI,MD,1000 LIGHT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:20,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AR2320,97092472,3,14,TOYT,MD,600 E RANDALL ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:20,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
7AB1641,58065483,9,12,CHRY,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 21:19,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
FYS1805,97457659,4,14,HOND,NY,1000 LIGHT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:19,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
BCHX84,97727598,12,12,BMW,FL,700 S BOND ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:17,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
CM4M480,97457642,2,13,MITS,TX,1000 LIGHT ST,16,In Transit Zone/Stop,$77.00 ,7/4/2012 21:17,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
9DDL40,97550669,7,13,FORD,MD,U/B W BARNEY ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:17,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
39327B,97324057,3,13,FORD,MD,400 E FAYETTE ST,8,No Stopping/Standing Tow Away Zone,$52.00 ,7/4/2012 21:16,$52.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
JZA586,58065467,1,14,CHRY,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 21:16,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
A209518,79586343,9,12,HOND,MD,1500 THAMES ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:15,$32.00 ,,$32.00 ,$0.00 ,,08/09/2012 11:03:00 AM +0000
3AE2476,97092464,2,13,HOND,MD,1500 JACKSON ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:15,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
3AJ8808,58065426,7,13,CHRY,MD,PULASKI HWY EB @ MONUMENT ST,30,Red Light Violation,$75.00 ,7/4/2012 21:14,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9ELH37,97324040,4,14,MERC,MD,400 E FAYETTE ST,8,No Stopping/Standing Tow Away Zone,$52.00 ,7/4/2012 21:14,$52.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
K26AVZ,97550651,,0,NISS,NJ,U/B W BARNEY ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:14,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
5AC4164,58065418,11,13,NISS,MD,GWYNNS FALLS EB @ GARRISON,30,Red Light Violation,$75.00 ,7/4/2012 21:13,$0.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
718M289,97092456,2,14,FORD,MD,1500 JACKSON ST,17,Less Than 15 feet from Fire Hydrant,$77.00 ,7/4/2012 21:12,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AP6854,97457634,2,14,FORD,MD,400 E CROSS ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:11,$32.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
T483171T,97727580,8,12,CADI,MD,700 S WOLFE ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:11,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AMC79,97092449,3,13,HOND,MD,1600 BELT ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:08,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
8AA3323,97727572,8,12,HOND,MD,700 S WOLFE ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:08,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
16705CC,97550644,8,13,TOYT,MD,1700 S HANOVER ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:07,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
XCT842,97727564,8,12,CHEV,MD,800 S WOLFE ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:04,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2AR9473,97457626,3,14,VOLK,MD,1300 COVINGTON ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:03,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
3AS5868,97457618,6,14,NISS,MD,1300 COVINGTON ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:02,$32.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
4AP3499,97727556,2,13,DODG,MD,800 S WOLFE ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:02,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
5DXC54,97092431,3,14,MAZD,MD,500 E RANDALL ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 21:02,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2EDB12,97550636,3,13,HYUN,MD,1700 S HANOVER ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 21:01,$52.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
XRU2536,97457600,3,12,VOLV,VA,1300 COVINGTON ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:01,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
JRM7726,97457592,4,13,MERC,VA,1300 COVINGTON ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 21:00,$32.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
6EWF18,97092423,2,13,MINI,MD,500 E RANDALL ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 20:59,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2AFZ26,97727549,12,12,CADI,MD,900 S WOLFE ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 20:57,$77.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
4FBR25,97550628,7,13,KIA,MD,U/B W HEATH ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 20:56,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
T881571,107896,8,12,UNK,MD,E/S,8,No Stopping/Standing Tow Away Zone,$52.00 ,7/4/2012 20:55,$52.00 ,,$52.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
3AS3123,97727531,6,14,INFI,MD,900 FELL ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 20:53,$32.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
3BBS93,97457584,11,13,MAZD,MD,1200 WILLIAM ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 20:53,$0.00 ,,$32.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
37572CD,97550610,9,12,AUDI,MD,1600 S HANOVER ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 20:51,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
1AP8067,97727523,1,14,TOYT,MD,900 FELL ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 20:51,$0.00 ,,$52.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
149M747,97457576,6,12,CHRY,MD,1200 WILLIAM ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 20:51,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
9DDV90,97092415,7,13,MAZD,MD,1500 WILLIAM ST,5,Obstruct/Impeding Movement of Pedestrian,$77.00 ,7/4/2012 20:50,$0.00 ,,$77.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
2AH0296,58065400,9,13,AUDI,MD,EDMONSON EB @ ATHOL,30,Red Light Violation,$75.00 ,7/4/2012 20:49,$75.00 ,,$75.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3AP3879,97727515,2,14,SUBA,MD,900 FELL ST,11,Residential Parking Permit Only,$52.00 ,7/4/2012 20:49,$0.00 ,,$0.00 ,$0.00 ,,07/12/2012 11:02:00 AM +0000
