tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
8FGD72,13910682,9,13,JAGU,MD,2400 BLOCK OF NORTHERN PKWY E/,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:31,$0.00 ,,$0.00 ,$0.00 ,,07/20/2012 11:03:00 AM +0000
GLN029,13823844,7,13,NISS,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:30,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AR4740,13823836,3,14,BUIC,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:29,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2DVE57,13823802,11,12,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:28,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
00217M9,13823828,4,14,MERC,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:28,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7ASJ35,13823794,5,13,NISS,MD,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:27,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1CYZ84,13823786,5,13,CHEV,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:26,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
05267M2,13823778,12,12,LINC,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:26,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AS6996,13823760,4,14,TOYT,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:25,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AF6409,13836077,,0,LEXS,MD,5400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:25,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
5FEL01,13823745,5,13,CADI,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:24,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AM9859,13823752,1,14,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:24,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6GAR89,13823729,5,14,PONT,MD,5301 PARK HEIGHTS AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:23,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AH6011,13823737,5,13,GMC,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:23,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
02792CC,58062530,4,14,VOLV,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00 ,7/4/2012 12:22,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
68X704,13823703,12,13,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:22,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9BMK60,13823711,3,14,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:22,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AC9248,13836069,,0,CHRY,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:21,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
EHZ9795,13823695,2,2,VOLKS,PA,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:21,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
EOL3082,13836051,,0,OLDS,OH,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:21,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
147385,13823679,10,12,NISS,DE,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:20,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AD1004,13823687,3,13,MAZD,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:20,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
41362CD,13836044,,0,MERZ,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:19,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
TZ2195,13823653,2,2,FORD,GA,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:19,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
U258BT,13823661,8,13,FORD,FL,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:19,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AK5935,13879242,,0,CADI,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:19,$40.00 ,,$0.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
3AF1652,13823620,3,13,ACUR,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:18,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AG6926,13823646,9,13,HYUN,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:18,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
KRM529,13823638,8,12,BMW,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:18,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
ACTS239,58062522,8,13,NISS,MD,NORTHERN EB @ GREENSPRING,30,Red Light Violation,$75.00 ,7/4/2012 12:17,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MPR525,13823612,6,14,PONT,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:17,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AN8135,13836036,,0,DODG,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:16,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4AS5676,79484705,7,12,DODG,MD,2400 FREDERICK AVE,6,Fire Lane/Handicapped Violation,$77.00 ,7/4/2012 12:16,$77.00 ,,$77.00 ,$0.00 ,,07/19/2012 11:05:00 AM +0000
63S393,13823588,2,13,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3FMK79,13823562,11,13,BUIC,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1FXT80,13823604,3,14,TOYT,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AB9531,13823554,11,12,TOYT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AB9052,13836028,,0,JEEP,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
934M849,13823547,4,13,DODG,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AP3786,58062514,5,12,HOND,MD,PATAPSCO AVE WB @ FOURTH ST,30,Red Light Violation,$75.00 ,7/4/2012 12:15,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
23669M6,13823570,7,12,FORD,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
ACTS239,13823596,8,13,NISS,MD,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AT9000,13823521,6,14,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:14,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AC8934,13823513,10,12,NISS,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:14,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AC0569,13836010,,0,TOYT,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:14,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
8AS9059,13823539,5,14,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:14,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
72056HV,13823505,10,13,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:13,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
351M234,58062506,8,13,JEEP,MD,POTEE SB @ TALBOT,30,Red Light Violation,$75.00 ,7/4/2012 12:13,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
D69753,13823497,3,13,KAWK,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:13,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AL3745,13836002,,0,VOLK,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:13,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6EVG80,13823463,1,13,NISS,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AR0587,13823414,3,14,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AR3519,13879234,,0,SAAB,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$40.00 ,,$0.00 ,$0.00 ,,07/18/2012 11:02:00 AM +0000
3BZM85,13823422,7,14,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AD8196,13823489,11,12,JEEP,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6FMY13,13823430,10,13,VOLV,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AR6062,13823406,4,14,CADI,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7EGT55,13823448,12,12,MITS,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
898M485,13823471,2,13,HOND,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
ECB242,58062670,2,13,TOYT,MD,HANOVER NB @ REEDBIRD,30,Red Light Violation,$75.00 ,7/4/2012 12:12,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MDS426,13823455,12,13,VOLK,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AJ2204,13823398,7,13,CHEV,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:11,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
DZK1656,13823380,2,2,FORD,PA,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:10,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6CDJ31,13823372,7,12,TOYT,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:10,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AG3297,58062498,4,13,HOND,MD,EDMONSON EB @ COOKS,30,Red Light Violation,$75.00 ,7/4/2012 12:09,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
96073CD,13823364,3,13,MERZ,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:09,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
A070060,13823356,11,12,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:09,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AM0139,13823349,1,14,LEXU,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:08,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AMZ48,13823331,3,13,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:08,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AM0230,13823315,12,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:08,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AF7922,13823323,4,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:08,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AJ4053,13823265,9,12,OLDS,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AJ4324,13823273,6,13,INFI,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$20.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6EIW228,13823307,2,2,GMC,CA,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AH9269,13823299,5,13,CADI,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
JZP296,13823281,4,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
XHL1467,13823240,2,2,MERZ,VA,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
YYN917,13823257,5,13,VOLV,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:07,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AT0688,13823208,6,13,BMW,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
0756L6,13835988,,0,LINC,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
8AN0541,13835996,,0,MAZD,MD,2800 BLOCK OF HANOVER STREET N,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
KVT296,13823216,3,14,ACUR,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9EXX96,13823232,5,13,LEXS,MD,100 BLOCK OF W UNIVERSITY PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AP9210,13823224,4,12,DODG,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:06,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5FYD95,13823190,4,13,FORD,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:05,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AM3633,13823182,11,13,INFI,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:05,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
JGH997,13823158,4,13,FORD,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
WDK967,13823141,8,13,BUIC,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AG3443,13823166,4,13,TOYT,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AMN35,13823133,7,13,LEXU,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3DPZ37,13823125,1,14,MAZD,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
49594M4,13823174,5,14,MERC,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:04,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AG5476,13823091,4,13,HYUN,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:03,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
24T884,13823117,10,12,ISUZ,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:03,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AXV19,13835970,,0,TOYT,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:03,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3GBC55,13823109,4,14,LEXU,MD,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:03,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
HD0283,58062480,2,14,HOND,MD,FORT SMALLWOOD SB @ FORT ARMIS,30,Red Light Violation,$75.00 ,7/4/2012 12:03,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
47655CD,58062464,8,12,CHRY,MD,WILKENS AVE EB @ DESOTO RD,31,Right on Red,$75.00 ,7/4/2012 12:02,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AP0777,58062472,2,14,CHRY,MD,LOMBARD ST WB @ GAY ST,30,Red Light Violation,$75.00 ,7/4/2012 12:02,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AL8971,13835962,,0,FORD,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:02,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
748M340,13823083,7,14,SATU,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:02,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9AD4548,13823067,4,13,ACUR,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:02,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
M806416,13823075,5,13,JEEP,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:02,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
442M800,58062456,12,12,TOYO,MD,REISTERSTOWN SB @ FALLSTAFF,30,Red Light Violation,$75.00 ,7/4/2012 12:02,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AB9437,13823042,9,12,ACUR,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:01,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AK9641,58062415,4,14,CHEV,MD,PULASKI WB @ MORAVIA,30,Red Light Violation,$75.00 ,7/4/2012 12:01,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AG2026,13823018,5,13,LEXU,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:01,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
51308B,13823059,10,13,DODG,MD,5800 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:01,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AF6134,13823034,5,13,HYUN,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:01,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AE6905,13823026,7,13,HYUN,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:01,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AC9729,13822994,11,12,TOYT,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:00,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AR0056,13823000,8,12,HYUN,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 12:00,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AK7309,13822978,9,13,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:59,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8FRN61,13822986,1,13,BMW,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:59,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
126M822,13822952,10,13,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:58,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
HTC876,58062407,10,12,VOLV,MD,LOCH RAVEN NB @ WALKER,30,Red Light Violation,$75.00 ,7/4/2012 11:58,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AN8316,13822945,2,14,NISS,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:58,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5FFF69,13835954,,0,CADI,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:58,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3AN8316,13822960,2,14,BUIC,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:58,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AM6241,13822937,12,13,BMW,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:57,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AE8711,13835947,,0,AUDI,MD,1323 33RD STREET E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:57,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
5AM9594,13822895,5,14,NISS,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 11:56,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
